full_address,lon,lat,school_code,district_name,school_name,grade,spg_score,crime_per_c_num,szip_ad,school_type_txt,calendar_only_txt,student_num,class_teach_num,calc_student_teach_ratio,state+ppe,federal_ppe,local_ppe,total_ppe
"7030 Nations Ford Rd, Charlotte, NC, 28217",-80.900184,35.1552689,600532,Charlotte-Mecklenburg Schools,Waddell Language Academy,B,83,0.07,28217,Magnet School,Traditional Calendar,1379,81,17.02469136,5227.1,942.34,2352.27,8521.71
"7035 Spartan Drive, Hudson, NC, 28638",-81.452129,35.82044,140386,Caldwell County Schools,South Caldwell High,B,73,0.83,28638,Regular School,Traditional Calendar,1563,108,14.47222222,6184.32,971.52,1797.03,8952.87
"7037 NC Highway 62, Trinity, NC, 27370",-79.9925544,35.8937115,760308,Randolph County Schools,Braxton Craven Middle,C,55,0.55,27370,Regular School,Traditional Calendar,365,23,15.86956522,5756.15,1039.15,1371.15,8166.45
"7048 Albert Street, Dublin, NC, 28332",-78.7201518,34.6548787,90324,Bladen County Schools,Dublin Primary,C,56,0,28332,Regular School,Traditional Calendar,281,20,14.05,6433.53,1671.17,1313.65,9418.35
"705 NW Ayersville Rd, Madison, NC, 27025",-79.974234,36.397906,790362,Rockingham County Schools,New Vision Sch.of Math/Sci/Tec,C,69,1.53,27025,Regular School,Year-Round Calendar,326,18,18.11111111,6136.93,1036.06,1622.43,8795.42
"7050 Nations Ford Rd, Charlotte, NC, 28217",-80.8972914,35.1547052,600471,Charlotte-Mecklenburg Schools,Nations Ford Elementary,D,51,0,28217,Regular School,Traditional Calendar,758,50,15.16,5227.1,942.34,2352.27,8521.71
"7059 Calamar Drive, Fayetteville, NC, 28314",-79.044971,35.068423,260367,Cumberland County Schools,Bill Hefner Elementary,C,58,0.13,28314,Regular School,Traditional Calendar,782,44,17.77272727,5413.29,1180.42,1671.5,8265.21
"706 E Lenoir St, Raleigh, NC, 27601",-78.6263139,35.770262,920472,Wake County Schools,Ligon Middle,C,65,0.56,27601,Magnet School,Traditional Calendar,1067,72,14.81944444,5349.09,659.07,2528.16,8536.32
"709 Lovelady Road NE, Valdese, NC, 28690",-81.543868,35.766899,120346,Burke County Schools,Jimmy C Draughn High School,B,73,0.58,28690,Regular School,Traditional Calendar,690,42,16.42857143,6119.8,982.92,1409.5,8512.22
"709 Main Street, Gatesville, NC, 27938",-76.7552099,36.4103117,370316,Gates County Schools,Gatesville Elementary,C,68,0,27938,Regular School,Traditional Calendar,267,24,11.125,8092.44,942.9,2058.81,11094.15
"71 Learning Lane, Clyde, NC, 28721",-82.946446,35.584427,440332,Haywood County Schools,Riverbend Elementary,A,89,0,28721,Regular School,Traditional Calendar,212,16,13.25,5713.24,1184.68,2459.2,9357.12
"710 Cadle Ford Rd, Mount Airy, NC, 27030",-80.666379,36.448503,860360,Surry County Schools,White Plains Elementary,B,78,0.31,27030,Regular School,Traditional Calendar,325,25,13,6238.47,1106.27,1496.4,8841.14
"710 Panola Street, Tarboro, NC, 27886",-77.5328909,35.9017442,330334,Edgecombe County Public School,Princeville Elementary,F,30,0.9,27886,Regular School,Traditional Calendar,222,16,13.875,6571.37,1622.02,1127.51,9320.9
"7100 Hilburn Drive, Raleigh, NC, 27613",-78.7139136,35.87495,920442,Wake County Schools,Hilburn Drive Academy,C,68,0.38,27613,Regular School,Traditional Calendar,792,57,13.89473684,5349.09,659.07,2528.16,8536.32
"7101 Fox Rd, Raleigh, NC, 27616",-78.5558904,35.8730807,920415,Wake County Schools,Fox Road Elementary,C,61,0.17,27616,Magnet School,Traditional Calendar,600,50,12,5349.09,659.07,2528.16,8536.32
"7101 Idlewild Rd, Charlotte, NC, 28212",-80.743392,35.186939,600424,Charlotte-Mecklenburg Schools,Idlewild Elementary,C,66,0.1,28212,Regular School,Traditional Calendar,960,60,16,5227.1,942.34,2352.27,8521.71
"7101 Spencer Dixon Road, Greensboro, NC, 27455",-79.8056999,36.208122,410489,Guilford County Schools,Northern Guilford High,A,86,0.45,27455,Regular School,Traditional Calendar,1340,71,18.87323944,5453.57,1087.81,2785.51,9326.89
"7120 Harps Mill Rd, Raleigh, NC, 27615",-78.622663,35.881224,920516,Wake County Schools,North Ridge Elementary,B,71,0,27615,Regular School,Traditional Calendar,717,46,15.58695652,5349.09,659.07,2528.16,8536.32
"715 Barbour Dr, Raleigh, NC, 27603",-78.6663952,35.772704,920582,Wake County Schools,Wake STEM Early College High School,A,93,0,27603,Regular School,Traditional Calendar,246,15,16.4,5349.09,659.07,2528.16,8536.32
"715 Hartford Ave, Charlotte, NC, 28209",-80.8635861,35.1901109,600519,Charlotte-Mecklenburg Schools,Sedgefield Elementary,D,46,0.51,28209,Regular School,Traditional Calendar,393,26,15.11538462,5227.1,942.34,2352.27,8521.71
"715 N. Caldwell St, Charlotte, NC, 28202",-80.832275,35.2291079,600368,Charlotte-Mecklenburg Schools,First Ward Creative Arts Acad,C,63,0,28202,Magnet School,Traditional Calendar,530,38,13.94736842,5227.1,942.34,2352.27,8521.71
"716 Benjamin Parkway, Greensboro, NC, 27408",-79.8190919,36.0858264,410442,Guilford County Schools,Kiser Middle,C,67,1.59,27408,Regular School,Traditional Calendar,757,47,16.10638298,5453.57,1087.81,2785.51,9326.89
"716 South Main Street, Dobson, NC, 27017",-80.714822,36.381865,860352,Surry County Schools,Surry Central High,C,69,1.28,27017,Regular School,Traditional Calendar,784,48,16.33333333,6238.47,1106.27,1496.4,8841.14
"716 US Hwy 13 North, Windsor, NC, 27983",-76.9602511,35.9427568,80312,Bertie County Schools,Bertie High,D,46,0.21,27983,Regular School,Traditional Calendar,483,38,12.71052632,8324.24,2281.73,1884.09,12490.06
"717 Johnson Street, Aberdeen, NC, 28315",-79.426409,35.154692,630350,Moore County Schools,Southern Middle,D,50,1.18,28315,Regular School,Traditional Calendar,680,49,13.87755102,5415.15,939.35,2343.89,8698.39
"719 Rockford Rd, Dobson, NC, 27017",-80.694087,36.370937,860344,Surry County Schools,Rockford Elementary,B,75,0,27017,Regular School,Traditional Calendar,367,26,14.11538462,6238.47,1106.27,1496.4,8841.14
"72 Elementary School Drive, Hayesville, NC, 28904",-83.81426,35.0420299,220308,Clay County Schools,Hayesville Elementary,C,64,0.2,28904,Regular School,Traditional Calendar,504,36,14,7812.03,950.39,1518.16,10280.58
"720 Edwards Street, Rocky Mount, NC, 27803",-77.8223572,35.9351871,640329,Nash-Rocky Mount Schools,G R Edwards Middle,D,49,1.4,27803,Regular School,Traditional Calendar,429,30,14.3,5964.99,1270.05,1721.59,8956.63
"720 Pitts School Road SW, Concord, NC, 28027",-80.6471152,35.3437919,130331,Cabarrus County Schools,Pitts School Road Elementary,C,66,0,28027,Regular School,Traditional Calendar,837,48,17.4375,5218.56,638.81,2168.65,8026.02
"720 Powell Dr, Garner, NC, 27529",-78.611772,35.716032,920512,Wake County Schools,North Garner Middle,C,64,0.84,27529,Regular School,Year-Round Calendar,829,56,14.80357143,5349.09,659.07,2528.16,8536.32
"7211 Old 74 Hwy, Evergreen, NC, 28438",-78.8988381,34.4074258,240344,Columbus County Schools,Evergreen Elementary,D,50,0,28438,Regular School,Traditional Calendar,259,17,15.23529412,6637.46,1705.1,1156.11,9498.67
"7227 Old US Hwy 52, Lexington, NC, 27295",-80.3742294,35.8565086,290348,Davidson County Schools,North Davidson High,B,76,0.66,27295,Regular School,Traditional Calendar,1512,92,16.43478261,5611.71,782.5,1626.28,8020.49
"723 Saint Mary's St, Raleigh, NC, 27605",-78.6514713,35.7892144,920348,Wake County Schools,Needham Broughton High,B,75,1.21,27605,Magnet School,Traditional Calendar,2065,136,15.18382353,5349.09,659.07,2528.16,8536.32
"7242 Highland Creek Pkwy, Charlotte, NC, 28269",-80.763753,35.378176,600411,Charlotte-Mecklenburg Schools,Highland Creek Elementary,B,76,0.86,28269,Regular School,Traditional Calendar,696,39,17.84615385,5227.1,942.34,2352.27,8521.71
"7260 Highland Creek Pkwy, Charlotte, NC, 28269",-80.762146,35.377548,600518,Charlotte-Mecklenburg Schools,Ridge Road Middle,C,62,1.42,28269,Regular School,Traditional Calendar,1195,68,17.57352941,5227.1,942.34,2352.27,8521.71
"7294 Andrew Jackson Hwy, Cerro Gordo, NC, 28430",-78.922999,34.328921,240380,Columbus County Schools,West Columbus High,C,59,1.04,28430,Regular School,Traditional Calendar,479,34,14.08823529,6637.46,1705.1,1156.11,9498.67
"730 Laurel Mill Road, Louisburg, NC, 27549",-78.173445,36.191222,350330,Franklin County Schools,Laurel Mill Elementary,C,66,0,27549,Regular School,Traditional Calendar,294,23,12.7826087,6261.15,1010.64,1933.55,9205.34
"730 Old US 70, Swannanoa, NC, 28778",-82.375717,35.607022,110338,Buncombe County Schools,Owen Middle,C,65,0.18,28778,Regular School,Traditional Calendar,546,45,12.13333333,5669,917.31,2493.43,9079.74
"730 Turnpike Road, Raeford, NC, 28376",-79.2392204,34.9924265,470346,Hoke County Schools,Upchurch Elementary,C,66,0,28376,Regular School,Traditional Calendar,630,45,14,6446.15,1145.84,1062.51,8654.5
"7300 Church Road, Taylorsville, NC, 28681",-81.2413878,35.8276035,20332,Alexander County Schools,Wittenburg Elementary,C,67,0.69,28681,Regular School,Traditional Calendar,290,19,15.26315789,6063.47,923.51,1518.55,8505.53
"7300 Lebanon Rd, Charlotte, NC, 28227",-80.6894411,35.1841023,600440,Charlotte-Mecklenburg Schools,Lebanon Road Elementary,C,67,1.24,28227,Regular School,Traditional Calendar,806,56,14.39285714,5227.1,942.34,2352.27,8521.71
"7321 Raging Ridge Road, Harrisburg, NC, 28075",-80.6348308,35.307899,130332,Cabarrus County Schools,Hickory Ridge High,B,81,1.03,28075,Regular School,Traditional Calendar,1655,85,19.47058824,5218.56,638.81,2168.65,8026.02
"7336 Raging Ridge Rd, Harrisburg, NC, 28075",-80.6420831,35.3087347,130346,Cabarrus County Schools,Hickory Ridge Middle,B,74,0.35,28075,Regular School,Traditional Calendar,1137,64,17.765625,5218.56,638.81,2168.65,8026.02
"734 E Clemmonsville Road, Winston Salem, NC, 27107",-80.221894,36.0585128,340368,Forsyth County Schools,Easton Elementary School,F,33,0,27107,Regular School,Traditional Calendar,534,43,12.41860465,5616.37,1080.06,2335.59,9032.02
"734 Flippin Road, Lowgap, NC, 27024",-80.80008,36.508659,860302,Surry County Schools,Cedar Ridge Elementary,B,74,0,27024,Regular School,Traditional Calendar,370,24,15.41666667,6238.47,1106.27,1496.4,8841.14
"737 12th Street SW, Hickory, NC, 28602",-81.359376,35.723431,181332,Hickory City Schools,Longview Elementary,C,67,0,28602,Regular School,Traditional Calendar,440,29,15.17241379,5759.6,1031.32,1848.26,8639.18
"737 N Clear Creek Road, Hendersonville, NC, 28792",-82.441615,35.373795,450307,Henderson County Schools,Clear Creek Elementary,B,84,0,28792,Regular School,Traditional Calendar,517,36,14.36111111,5652.12,1041.44,1867.73,8561.29
"7370 Clinton Road Hwy 24, Stedman, NC, 28391",-78.696045,35.013938,260430,Cumberland County Schools,Stedman Elementary,C,69,2.3,28391,Regular School,Traditional Calendar,305,23,13.26086957,5413.29,1180.42,1671.5,8265.21
"738 Armstrong Park Road, Gastonia, NC, 28054",-81.132614,35.2508827,360400,Gaston County Schools,Gardner Park Elementary,C,57,0,28054,Regular School,Traditional Calendar,660,38,17.36842105,5402.62,971.33,1724.46,8098.41
"738 W College Street, Warsaw, NC, 28398",-78.1089889,34.995406,310396,Duplin County Schools,Warsaw Middle,F,38,2.97,28398,Regular School,Traditional Calendar,236,29,8.137931034,6345.98,1233.78,1377.45,8957.21
"7391 Semora Rd, Semora, NC, 27343",-79.0734581,36.4554662,730368,Person County Schools,Woodland Elementary,B,81,0,27343,Regular School,Traditional Calendar,185,14,13.21428571,6110.14,1175.29,1899.77,9185.2
"7400 Harrisburg Rd, Charlotte, NC, 28215",-80.6854883,35.2159386,600478,Charlotte-Mecklenburg Schools,J H Gunn Elementary,C,57,1.01,28215,Regular School,Traditional Calendar,793,44,18.02272727,5227.1,942.34,2352.27,8521.71
"7400 Tuckaseegee Rd, Charlotte, NC, 28214",-80.9520921,35.2473959,600579,Charlotte-Mecklenburg Schools,West Mecklenburg High,D,49,3.76,28214,Regular School,Traditional Calendar,1914,119,16.08403361,5227.1,942.34,2352.27,8521.71
"7403 Rockfish Road, Fayetteville, NC, 28306",-79.0113557,34.9773449,260318,Cumberland County Schools,Jack Britt High,A,89,1.03,28306,Regular School,Traditional Calendar,1935,106,18.25471698,5413.29,1180.42,1671.5,8265.21
"7411 Rockfish Road, Fayetteville, NC, 28306",-79.0145741,34.979613,260434,Cumberland County Schools,Stoney Point Elementary,B,79,0.12,28306,Regular School,Traditional Calendar,857,48,17.85416667,5413.29,1180.42,1671.5,8265.21
"7455 Century Circle, Fayetteville, NC, 28306",-79.0394262,35.0104167,260417,Cumberland County Schools,New Century International Middle,C,69,0,28306,Regular School,Traditional Calendar,401,25,16.04,5413.29,1180.42,1671.5,8265.21
"7465 Century Circle, Fayetteville, NC, 28306",-79.0436118,35.0120519,260403,Cumberland County Schools,New Century International Elementary,C,65,0.27,28306,Regular School,Traditional Calendar,729,50,14.58,5413.29,1180.42,1671.5,8265.21
"749 Pickens Hwy, Rosman, NC, 28772",-82.8209878,35.1437706,880328,Transylvania County Schools,Rosman High,B,73,0,28772,Regular School,Traditional Calendar,349,32,10.90625,5944.6,1225.48,3321.62,10491.7
"750 Grove Trail SW, Supply, NC, 28462",-78.2708577,33.9665016,100309,Brunswick County Schools,Cedar Grove Middle,D,49,0.42,28462,Regular School,Traditional Calendar,479,36,13.30555556,5565.48,1091,2667.56,9324.04
"750 Linville Street, Newland, NC, 28657",-81.923984,36.0841762,60328,Avery County Schools,Newland Elementary,C,66,0,28657,Regular School,Traditional Calendar,261,23,11.34782609,7476.4,1253.12,2810.52,11540.04
"7501 Summerfield Road, Summerfield, NC, 27358",-79.9051029,36.2000772,410574,Guilford County Schools,Summerfield Elementary,A,85,0,27358,Regular School,Traditional Calendar,627,38,16.5,5453.57,1087.81,2785.51,9326.89
"7507 NC Hwy 50 S, Benson, NC, 27504",-78.4538207,35.3196551,510360,Johnston County Schools,Meadow School,C,66,0.78,27504,Regular School,Traditional Calendar,642,45,14.26666667,5602.21,791.56,1775.07,8168.84
"753 Fairview Road, Asheville, NC, 28803",-82.512424,35.564096,110384,Buncombe County Schools,Oakley Elementary,C,62,0.22,28803,Regular School,Traditional Calendar,452,29,15.5862069,5669,917.31,2493.43,9079.74
"7557 NC 43 South, Greenville, NC, 27834",-77.509535,35.6965749,740332,Pitt County Schools,Chicod,B,76,0,27834,Regular School,Traditional Calendar,905,61,14.83606557,5616.83,1125.24,1932.31,8674.38
"7571 S NC Hwy 150, Lexington, NC, 27295",-80.4172647,35.7854804,290312,Davidson County Schools,Churchland Elementary,D,51,0,27295,Regular School,Traditional Calendar,451,33,13.66666667,5611.71,782.5,1626.28,8020.49
"7589 NC 33-NW, Tarboro, NC, 27886",-77.5835479,35.989652,330328,Edgecombe County Public School,North Edgecombe High,D,41,0.88,27886,Regular School,Traditional Calendar,228,23,9.913043478,6571.37,1622.02,1127.51,9320.9
"7600 IBM Dr, Charlotte, NC, 28262",-80.7689268,35.3001651,600592,Charlotte-Mecklenburg Schools,Vance High,C,58,2.15,28262,Regular School,Traditional Calendar,1625,108,15.0462963,5227.1,942.34,2352.27,8521.71
"7601 The Plaza, Charlotte, NC, 28215",-80.730211,35.259983,600481,Charlotte-Mecklenburg Schools,Northridge Middle,C,57,1.78,28215,Regular School,Traditional Calendar,732,45,16.26666667,5227.1,942.34,2352.27,8521.71
"7605 Florence School Road, High Point, NC, 27265",-79.956723,36.024462,410370,Guilford County Schools,Florence Elementary,B,75,0,27265,Regular School,Traditional Calendar,683,40,17.075,5453.57,1087.81,2785.51,9326.89
"762 Wendell Rd, Wendell, NC, 27591",-78.3674536,35.7048856,510364,Johnston County Schools,Archer Lodge Middle,C,63,0.68,27591,Regular School,Traditional Calendar,1037,59,17.57627119,5602.21,791.56,1775.07,8168.84
"7650 Griffin's Gate Drive, Concord, NC, 28025",-80.5876605,35.3087272,130318,Cabarrus County Schools,C C Griffin Middle,D,52,0.28,28025,Regular School,Traditional Calendar,1084,68,15.94117647,5218.56,638.81,2168.65,8026.02
"7651 W NC 10 Hwy, Vale, NC, 28168",-81.416744,35.582013,180312,Catawba County Schools,Banoak Elementary,C,60,0.34,28168,Regular School,Traditional Calendar,292,22,13.27272727,5512.8,969.77,1844.1,8326.67
"7653 NC 11 South, Ayden, NC, 28513",-77.4312764,35.4301768,740309,Pitt County Schools,Ayden-Grifton High,C,60,1.02,28513,Regular School,Traditional Calendar,688,45,15.28888889,5616.83,1125.24,1932.31,8674.38
"7685 Andrew Jackson Hwy, Cerro Gordo, NC, 28430",-78.9309943,34.3285667,240328,Columbus County Schools,Cerro Gordo Elementary,C,67,0,28430,Regular School,Traditional Calendar,344,24,14.33333333,6637.46,1705.1,1156.11,9498.67
"7696 Hwy 15 N, Stovall, NC, 27582",-78.5683324,36.4511385,390360,Granville County Schools,Stovall-Shaw Elementary,C,56,0.31,27582,Regular School,Traditional Calendar,327,23,14.2173913,6143.62,889.67,2051.93,9085.22
"77 Siler Farm Road, Franklin, NC, 28734",-83.3822262,35.159178,560329,Macon County Schools,Macon Early College High School,B,77,0,28734,Regular School,Traditional Calendar,169,3,56.33333333,6246.36,1118.33,2139.06,9503.75
"771 Southern High Road, Graham, NC, 27253",-79.4114074,36.005308,10390,Alamance-Burlington Schools,Southern Middle,C,57,0.39,27253,Regular School,Traditional Calendar,770,50,15.4,5529.5,1155.92,1832.54,8517.96
"7718 Sylvan Road, Snow Camp, NC, 27349",-79.4364468,35.8800257,10392,Alamance-Burlington Schools,Sylvan Elementary,C,58,0,27349,Regular School,Traditional Calendar,301,22,13.68181818,5529.5,1155.92,1832.54,8517.96
"7725 Faison Hwy, Faison, NC, 28341",-78.237854,35.091831,820340,Sampson County Schools,Hargrove Elementary,B,75,0,28341,Regular School,Traditional Calendar,382,28,13.64285714,6364.61,1226.2,1263.02,8853.83
"775 Rockfish Rd, Raeford, NC, 28376",-79.178332,34.986055,470328,Hoke County Schools,Scurlock Elementary,C,56,0,28376,Regular School,Traditional Calendar,558,37,15.08108108,6446.15,1145.84,1062.51,8654.5
"7800 IBM Dr, Charlotte, NC, 28262",-80.7661472,35.2991279,600428,Charlotte-Mecklenburg Schools,James Martin Middle,D,47,2.64,28262,Regular School,Traditional Calendar,1061,64,16.578125,5227.1,942.34,2352.27,8521.71
"7800 Riding Trail Rd, Charlotte, NC, 28212",-80.729483,35.197161,600300,Charlotte-Mecklenburg Schools,Albemarle Road Elementary,C,56,0.44,28212,Regular School,Traditional Calendar,1146,78,14.69230769,5227.1,942.34,2352.27,8521.71
"7868 Free Union Church Road, Pinetown, NC, 27865",-76.7299827,35.5365774,70330,Beaufort County Schools,Northside High,C,64,0.23,27865,Regular School,Traditional Calendar,432,36,12,6029.27,1104.29,2425.54,9559.1
"79 Horton Road, Pittsboro, NC, 27312",-79.1717178,35.7665886,190328,Chatham County Schools,Horton Middle,C,62,0.8,27312,Regular School,Traditional Calendar,376,26,14.46153846,5698.82,909.6,3226.23,9834.65
"7900 NC Hwy 127, Taylorsville, NC, 28681",-81.3122655,35.8365179,20304,Alexander County Schools,Bethlehem Elementary,B,70,0,28681,Regular School,Traditional Calendar,474,29,16.34482759,6063.47,923.51,1518.55,8505.53
"7905 Pleasant Grove Rd, Charlotte, NC, 28216",-80.9287499,35.3080018,600462,Charlotte-Mecklenburg Schools,Mountain Island Lake Academy,C,55,0.22,28216,Regular School,Traditional Calendar,889,48,18.52083333,5227.1,942.34,2352.27,8521.71
"791 South NC Hwy 150, Lexington, NC, 27295",-80.3334193,35.8434629,290356,Davidson County Schools,Reeds Elementary,B,71,0,27295,Regular School,Traditional Calendar,369,25,14.76,5611.71,782.5,1626.28,8020.49
"7910 Neal Rd, Charlotte, NC, 28262",-80.7746749,35.2989247,600468,Charlotte-Mecklenburg Schools,Nathaniel Alexander Elementary,C,58,0.99,28262,Regular School,Traditional Calendar,809,52,15.55769231,5227.1,942.34,2352.27,8521.71
"7921 Red Oak Battleboro Road, Battleboro, NC, 27809",-77.821691,36.037534,640332,Nash-Rocky Mount Schools,M B Hubbard Elementary,D,47,0,27809,Regular School,Traditional Calendar,465,27,17.22222222,5964.99,1270.05,1721.59,8956.63
"7945 Silk Hope/Gum Springs Rd, Siler City, NC, 27344",-79.367122,35.780367,190352,Chatham County Schools,Silk Hope School,C,64,0.79,27344,Regular School,Traditional Calendar,380,28,13.57142857,5698.82,909.6,3226.23,9834.65
"800 Bailey Street, Mars Hill, NC, 28754",-82.5524171,35.8358571,570317,Madison County Schools,Madison Early College High,B,84,0.47,28754,Regular School,Traditional Calendar,215,9,23.88888889,7529.92,859.84,1544.21,9933.97
"800 Clayton Road, Durham, NC, 27703",-78.829234,36.0000791,320368,Durham Public Schools,Southern School of Energy and Sustainabi,D,42,2.74,27703,Regular School,Traditional Calendar,1349,90,14.98888889,5829.04,1126.43,3601.48,10556.95
"800 E Main St, Plymouth, NC, 27962",-76.7385947,35.8703381,940316,Washington County Schools,Plymouth High,D,43,0,27962,Regular School,Traditional Calendar,328,26,12.61538462,8245.73,2321.47,1621.67,12188.87
"800 Hamilton Street, Roanoke Rapids, NC, 27870",-77.6538312,36.458937,421316,Roanoke Rapids City Schools,Roanoke Rapids High School,C,64,0.97,27870,Regular School,Traditional Calendar,928,58,16,6091.44,1140.47,2045.87,9277.78
"800 High Point St, Randleman, NC, 27317",-79.819674,35.8249473,760352,Randolph County Schools,Randleman Middle,D,48,0.57,27317,Regular School,Traditional Calendar,874,54,16.18518519,5756.15,1039.15,1371.15,8166.45
"800 N Walnut Street, Kannapolis, NC, 28081",-80.618512,35.507941,132336,Kannapolis City Schools,Woodrow Wilson Elementary,C,55,0,28081,Regular School,Traditional Calendar,442,42,10.52380952,5684.14,1193.68,2163.09,9040.91
"800 North Street, Fayetteville, NC, 28301",-78.8745401,35.0653695,260444,Cumberland County Schools,Teresa C Berrien Elementary,C,58,0,28301,Regular School,Year-Round Calendar,165,17,9.705882353,5413.29,1180.42,1671.5,8265.21
"800 Old Boiling Springs, Shelby, NC, 28152",-81.613426,35.274696,230324,Cleveland County Schools,Crest High,C,65,0.72,28152,Regular School,Traditional Calendar,1255,78,16.08974359,5967.87,1248.84,2035.02,9251.73
"800 Phillipi Church Rd, Raeford, NC, 28376",-79.158995,34.980713,470310,Hoke County Schools,Don D Steed Elementary,B,74,0,28376,Regular School,Traditional Calendar,658,44,14.95454545,6446.15,1145.84,1062.51,8654.5
"800 W Harnett St, Dunn, NC, 28334",-78.6154054,35.3150318,430344,Harnett County Schools,Harnett Primary,C,60,0,28334,Regular School,Traditional Calendar,610,46,13.26086957,5730.98,945.13,1423.2,8099.31
"801 Ferndale Boulevard, High Point, NC, 27262",-80.0214837,35.957079,410406,Guilford County Schools,High Point Central High,C,66,1.78,27262,Magnet School,Traditional Calendar,1402,100,14.02,5453.57,1087.81,2785.51,9326.89
"801 Silver Lake Rd, Wilmington, NC, 28412",-77.913138,34.138648,650346,New Hanover County Schools,Mary C Williams Elementary,C,63,0.41,28412,Regular School,Traditional Calendar,491,35,14.02857143,5458.65,886.16,2834.7,9179.51
"801 W Main Street, Pilot Mountain, NC, 27041",-80.47708,36.392992,860316,Surry County Schools,East Surry High,B,74,0.97,27041,Regular School,Traditional Calendar,616,41,15.02439024,6238.47,1106.27,1496.4,8841.14
"801 W Smith Street, Chadbourn, NC, 28431",-78.835791,34.315773,240330,Columbus County Schools,Chadbourn Middle,C,57,0,28431,Regular School,Traditional Calendar,120,12,10,6637.46,1705.1,1156.11,9498.67
"801 West Ryder Ave, Landis, NC, 28088",-80.621028,35.554546,800364,Rowan-Salisbury Schools,Landis Elementary,D,54,0,28088,Regular School,Traditional Calendar,504,34,14.82352941,5682.81,1066.11,1829.49,8578.41
"801 Westover Terrace, Greensboro, NC, 27408",-79.8153602,36.0829223,410394,Guilford County Schools,Grimsley High,B,77,2.31,27408,Regular School,Traditional Calendar,1689,91,18.56043956,5453.57,1087.81,2785.51,9326.89
"801 Williford Street, Rocky Mount, NC, 27803",-77.8188162,35.9286557,640396,Nash-Rocky Mount Schools,Williford Elementary,F,37,0.22,27803,Regular School,Traditional Calendar,460,27,17.03703704,5964.99,1270.05,1721.59,8956.63
"8019 Byerly Drive, Hope Mills, NC, 28348",-78.9150954,34.9203399,260373,Cumberland County Schools,Gallberry Farm Elementary,B,74,0.44,28348,Regular School,Traditional Calendar,912,58,15.72413793,5413.29,1180.42,1671.5,8265.21
"8020 US 19E Hwy South, Newland, NC, 28657",-82.0196647,35.9897927,60332,Avery County Schools,Riverside Elementary,C,66,0,28657,Regular School,Traditional Calendar,114,12,9.5,7476.4,1253.12,2810.52,11540.04
"8025 US Highway 158, Stokesdale, NC, 27357",-79.9788888,36.2355951,410571,Guilford County Schools,Stokesdale Elementary,B,77,0,27357,Regular School,Traditional Calendar,470,25,18.8,5453.57,1087.81,2785.51,9326.89
"803 N Aspen St, Lincolnton, NC, 28092",-81.260353,35.47962,550332,Lincoln County Schools,Lincolnton High,C,61,0.95,28092,Regular School,Traditional Calendar,838,56,14.96428571,5501.99,880.28,1777.78,8160.05
"804 County Home Rd, Hamlet, NC, 28345",-79.695762,34.92103,770351,Richmond County Schools,Richmond 9th Grade Academy,C,64,0.8,28345,Regular School,Traditional Calendar,498,32,15.5625,6458.78,1413.7,1287.91,9160.39
"804 Fontana Boulevard, Havelock, NC, 28532",-76.8807733,34.8810788,250362,Craven County Schools,Roger R Bell Elementary,D,53,1.06,28532,Regular School,Traditional Calendar,378,27,14,5535.55,1174.8,1684.1,8394.45
"8040 Strawberry Ln, Charlotte, NC, 28277",-80.7989065,35.0906101,600537,Charlotte-Mecklenburg Schools,South Charlotte Middle,A,86,0.46,28277,Regular School,Traditional Calendar,873,43,20.30232558,5227.1,942.34,2352.27,8521.71
"805 Cary Towne Blvd, Cary, NC, 27511",-78.7616244,35.7772888,920304,Wake County Schools,Adams Elementary,B,72,0.27,27511,Regular School,Year-Round Calendar,734,53,13.8490566,5349.09,659.07,2528.16,8536.32
"805 Seneca Pl, Charlotte, NC, 28210",-80.8642607,35.166153,600501,Charlotte-Mecklenburg Schools,Pinewood Elementary,C,57,0,28210,Regular School,Traditional Calendar,488,36,13.55555556,5227.1,942.34,2352.27,8521.71
"805 Washington Ave, Weldon, NC, 27890",-77.6005263,36.4210276,422314,Weldon City Schools,Weldon Elementary Global Academy,D,40,0.95,27890,Regular School,Traditional Calendar,316,28,11.28571429,8838.45,2238.69,3153.54,14230.68
"8050 NC 801 Hwy, Mount Ulla, NC, 28125",-80.6433098,35.699315,800408,Rowan-Salisbury Schools,West Rowan High,C,61,2.27,28125,Regular School,Traditional Calendar,1055,61,17.29508197,5682.81,1066.11,1829.49,8578.41
"806 Calloway Dr, Raleigh, NC, 27610",-78.624056,35.754922,920416,Wake County Schools,Fuller Elementary,C,61,0.35,27610,Magnet School,Traditional Calendar,570,46,12.39130435,5349.09,659.07,2528.16,8536.32
"8078 G Hildebrand Sch Road, Connelly Springs, NC, 28612",-81.513189,35.636831,120320,Burke County Schools,George Hildebrand Elementary,C,66,0.29,28612,Regular School,Traditional Calendar,347,24,14.45833333,6119.8,982.92,1409.5,8512.22
"8081 US Highway 158, Reidsville, NC, 27320",-79.7166124,36.3185133,790350,Rockingham County Schools,Monroeton Elementary,C,61,0.44,27320,Regular School,Traditional Calendar,450,31,14.51612903,6136.93,1036.06,1622.43,8795.42
